Date,Open,High,Low,Close,Adj Close,Volume,Mode,Mean,Median
2019-12-13,3166.649902,3182.679932,3156.51001,3168.800049,3168.800049,3736870000,3168.800049,622814307.2399904,3168.800049
2019-12-16,3183.629883,3197.709961,3183.629883,3191.449951,3191.449951,4051790000,"3183.629883,3191.449951",675300991.3116049,3191.449951
2019-12-17,3195.399902,3198.219971,3191.030029,3192.52002,3192.52002,3837540000,3192.52002,639592661.6149904,3193.959961
2019-12-18,3195.209961,3198.47998,3191.139893,3191.139893,3191.139893,4014080000,3191.139893,669015994.51827,3193.174927
2019-12-19,3192.320068,3205.47998,3192.320068,3205.370117,3205.370117,3720450000,"3192.320068,3205.370117",620077666.8100584,3205.370117
2019-12-20,3223.330078,3225.649902,3216.030029,3221.219971,3221.219971,6454270000,3221.219971,1075714351.2416584,3222.2750244999997
2019-12-23,3226.050049,3227.780029,3222.300049,3224.01001,3224.01001,3060610000,3224.01001,510104354.0250245,3225.0300294999997
2019-12-24,3225.449951,3226.429932,3220.51001,3223.379883,3223.379883,1296540000,3223.379883,216092686.52494314,3224.414917
2019-12-26,3227.199951,3240.080078,3227.199951,3239.909912,3239.909912,2160680000,"3227.199951,3239.909912",360116029.04996735,3239.909912
2019-12-27,3247.22998,3247.929932,3234.370117,3240.02002,3240.02002,2428670000,3240.02002,404781034.9283448,3243.625
2019-12-30,3240.090088,3240.919922,3216.570068,3221.290039,3221.290039,3013290000,3221.290039,502217690.0266926,3230.6900635
2019-12-31,3215.179932,3231.719971,3212.030029,3230.780029,3230.780029,2893810000,3230.780029,482304353.41499835,3230.780029
2020-01-02,3244.669922,3258.139893,3235.530029,3257.850098,3257.850098,3458250000,3257.850098,576377709.0066733,3257.850098
2020-01-03,3226.360107,3246.149902,3222.340088,3234.850098,3234.850098,3461290000,3234.850098,576884360.7583822,3234.850098
2020-01-06,3217.550049,3246.840088,3214.639893,3246.280029,3246.280029,3674070000,3246.280029,612347695.2650146,3246.280029
2020-01-07,3241.860107,3244.909912,3232.429932,3237.179932,3237.179932,3420380000,3237.179932,570066032.2599691,3239.5200194999998
2020-01-08,3238.590088,3267.070068,3236.669922,3253.050049,3253.050049,3720890000,3253.050049,620151041.4050293,3253.050049
2020-01-09,3266.030029,3275.580078,3263.669922,3274.699951,3274.699951,3638390000,3274.699951,606401059.1133219,3274.699951
2020-01-10,3281.810059,3282.98999,3260.860107,3265.350098,3265.350098,3212970000,3265.350098,535497726.06005865,3273.5800785
2020-01-13,3271.129883,3288.129883,3268.429932,3288.129883,3288.129883,3456380000,3288.129883,576066067.3249106,3288.129883
2020-01-14,3285.350098,3294.25,3277.189941,3283.149902,3283.149902,3665130000,3283.149902,610857737.1816405,3284.25
2020-01-15,3282.27002,3298.659912,3280.689941,3289.290039,3289.290039,3716840000,3289.290039,619476073.3666586,3289.290039
2020-01-16,3302.969971,3317.110107,3302.820068,3316.810059,3316.810059,3535080000,3316.810059,589182759.4200441,3316.810059
2020-01-17,3323.659912,3329.879883,3318.860107,3329.620117,3329.620117,3698170000,3329.620117,616364438.6066893,3329.620117
2020-01-21,3321.030029,3329.790039,3316.610107,3320.790039,3320.790039,4105340000,3320.790039,684226101.5017089,3320.910034
2020-01-22,3330.02002,3337.77002,3320.040039,3321.75,3321.75,3619850000,3321.75,603311105.2216798,3325.88501
2020-01-23,3315.77002,3326.879883,3301.870117,3325.540039,3325.540039,3764860000,3325.540039,627479432.6000164,3325.540039
